order_id,order_date,shipment_date,shipment_mode,city,order_year,order_month,order_day
CA-2016-149587,2016-01-31,2016-02-05,Second Class,Minneapolis,2016,1,31
CA-2016-149601,2016-05-28,2016-06-03,Standard Class,Manchester,2016,5,28
CA-2016-149636,2016-01-06,2016-01-12,Standard Class,Colorado Springs,2016,1,6
CA-2016-149650,2016-10-24,2016-10-27,First Class,Oakland,2016,10,24
CA-2016-149678,2016-04-13,2016-04-15,Second Class,Farmington,2016,4,13
CA-2016-149713,2016-09-18,2016-09-22,Second Class,Long Beach,2016,9,18
CA-2016-149734,2016-09-03,2016-09-08,Standard Class,Durham,2016,9,3
CA-2016-149748,2016-05-31,2016-06-02,Second Class,Paterson,2016,5,31
CA-2016-149811,2016-01-04,2016-01-10,Standard Class,Woodbury,2016,1,4
CA-2016-149846,2016-05-22,2016-05-26,Standard Class,Los Angeles,2016,5,22
CA-2016-149909,2016-11-13,2016-11-17,Standard Class,Columbus,2016,11,13
CA-2016-149972,2016-09-21,2016-09-23,First Class,Los Angeles,2016,9,21
CA-2016-149993,2016-03-19,2016-03-20,First Class,Lancaster,2016,3,19
CA-2016-150196,2016-07-02,2016-07-03,First Class,New York City,2016,7,2
CA-2016-150308,2016-12-15,2016-12-20,Standard Class,Cary,2016,12,15
CA-2016-150413,2016-10-19,2016-10-24,Second Class,Dallas,2016,10,19
CA-2016-150441,2016-08-13,2016-08-17,Second Class,Richmond,2016,8,13
CA-2016-150511,2016-09-18,2016-09-24,Standard Class,Des Moines,2016,9,18
CA-2016-150560,2016-12-11,2016-12-12,First Class,Suffolk,2016,12,11
CA-2016-150714,2016-10-26,2016-11-01,Standard Class,Springfield,2016,10,26
CA-2016-150749,2016-03-29,2016-04-03,Second Class,Springfield,2016,3,29
CA-2016-150770,2016-05-03,2016-05-06,First Class,San Francisco,2016,5,3
CA-2016-150791,2016-09-06,2016-09-13,Standard Class,New York City,2016,9,6
CA-2016-150875,2016-11-16,2016-11-20,Standard Class,Boise,2016,11,16
CA-2016-151043,2016-11-14,2016-11-20,Standard Class,Philadelphia,2016,11,14
CA-2016-151253,2016-04-22,2016-04-26,Standard Class,Los Angeles,2016,4,22
CA-2016-151470,2016-09-20,2016-09-26,Standard Class,Las Vegas,2016,9,20
CA-2016-151547,2016-01-17,2016-01-23,Standard Class,Bartlett,2016,1,17
CA-2016-151589,2016-12-27,2016-12-30,First Class,Eau Claire,2016,12,27
CA-2016-151624,2016-09-08,2016-09-14,Standard Class,Montgomery,2016,9,8
CA-2016-151680,2016-11-19,2016-11-21,Second Class,Seattle,2016,11,19
CA-2016-151722,2016-10-05,2016-10-09,Standard Class,Columbus,2016,10,5
CA-2016-151785,2016-03-05,2016-03-10,Standard Class,Chicago,2016,3,5
CA-2016-151841,2016-04-27,2016-05-02,Standard Class,Aurora,2016,4,27
CA-2016-151869,2016-09-25,2016-09-25,Same Day,Freeport,2016,9,25
CA-2016-152513,2016-07-04,2016-07-08,Second Class,San Diego,2016,7,4
CA-2016-152527,2016-10-17,2016-10-17,Same Day,Los Angeles,2016,10,17
CA-2016-152611,2016-02-20,2016-02-23,Second Class,Perth Amboy,2016,2,20
CA-2016-152681,2016-01-17,2016-01-22,Standard Class,Lawrence,2016,1,17
CA-2016-152891,2016-10-25,2016-10-30,Standard Class,San Francisco,2016,10,25
CA-2016-153038,2016-12-18,2016-12-25,Standard Class,Memphis,2016,12,18
CA-2016-153073,2016-11-13,2016-11-13,Same Day,Chicago,2016,11,13
CA-2016-153108,2016-03-05,2016-03-09,Standard Class,New Castle,2016,3,5
CA-2016-153220,2016-11-12,2016-11-14,First Class,Los Angeles,2016,11,12
CA-2016-153325,2016-03-01,2016-03-02,Second Class,Macon,2016,3,1
CA-2016-153381,2016-09-24,2016-09-28,Standard Class,Dubuque,2016,9,24
CA-2016-153388,2016-08-01,2016-08-07,Standard Class,Los Angeles,2016,8,1
CA-2016-153416,2016-11-24,2016-11-29,Standard Class,Los Angeles,2016,11,24
CA-2016-153423,2016-06-22,2016-06-27,Standard Class,Rochester,2016,6,22
CA-2016-153535,2016-05-20,2016-05-24,Standard Class,Wilson,2016,5,20
CA-2016-153549,2016-03-29,2016-03-31,Second Class,Jacksonville,2016,3,29
CA-2016-153612,2016-12-22,2016-12-27,Standard Class,Superior,2016,12,22
CA-2016-153626,2016-07-09,2016-07-14,Standard Class,Nashville,2016,7,9
CA-2016-153717,2016-12-25,2017-01-01,Standard Class,Detroit,2016,12,25
CA-2016-153738,2016-09-20,2016-09-22,First Class,Lawrence,2016,9,20
CA-2016-153752,2016-12-06,2016-12-11,Second Class,Arlington,2016,12,6
CA-2016-153794,2016-09-11,2016-09-16,Standard Class,San Diego,2016,9,11
CA-2016-153878,2016-04-25,2016-04-30,Standard Class,Milwaukee,2016,4,25
CA-2016-153906,2016-03-16,2016-03-20,Standard Class,New York City,2016,3,16
CA-2016-154144,2016-12-20,2016-12-24,Standard Class,Lindenhurst,2016,12,20
CA-2016-154200,2016-06-18,2016-06-22,Standard Class,San Diego,2016,6,18
CA-2016-154284,2016-12-21,2016-12-26,Second Class,Saint Charles,2016,12,21
CA-2016-154291,2016-07-25,2016-07-29,Standard Class,Montgomery,2016,7,25
CA-2016-154326,2016-02-15,2016-02-19,Standard Class,Kenosha,2016,2,15
CA-2016-154340,2016-11-29,2016-11-30,First Class,Santa Ana,2016,11,29
CA-2016-154620,2016-12-12,2016-12-16,Standard Class,Lancaster,2016,12,12
CA-2016-154746,2016-11-14,2016-11-17,First Class,Springfield,2016,11,14
CA-2016-154795,2016-12-20,2016-12-24,Standard Class,Bullhead City,2016,12,20
CA-2016-154823,2016-08-21,2016-08-25,Standard Class,Springfield,2016,8,21
CA-2016-154886,2016-11-08,2016-11-12,Standard Class,San Francisco,2016,11,8
CA-2016-154900,2016-02-25,2016-03-01,Standard Class,Leominster,2016,2,25
CA-2016-154921,2016-05-23,2016-05-28,Standard Class,Columbia,2016,5,23
CA-2016-154956,2016-07-04,2016-07-09,Standard Class,Milwaukee,2016,7,4
CA-2016-154970,2016-01-05,2016-01-10,Standard Class,Seattle,2016,1,5
CA-2016-155040,2016-11-10,2016-11-15,Standard Class,Brentwood,2016,11,10
CA-2016-155054,2016-06-13,2016-06-19,Standard Class,Lewiston,2016,6,13
CA-2016-155068,2016-10-23,2016-10-23,Same Day,Lakeland,2016,10,23
CA-2016-155124,2016-03-15,2016-03-21,Standard Class,Lehi,2016,3,15
CA-2016-155145,2016-12-27,2016-12-29,Second Class,Visalia,2016,12,27
CA-2016-155306,2016-04-17,2016-04-21,Standard Class,San Francisco,2016,4,17
CA-2016-155334,2016-07-30,2016-07-31,First Class,San Francisco,2016,7,30
CA-2016-155453,2016-08-09,2016-08-14,Standard Class,Jacksonville,2016,8,9
CA-2016-155586,2016-12-12,2016-12-16,Second Class,Chico,2016,12,12
CA-2016-155600,2016-12-04,2016-12-07,Second Class,Clarksville,2016,12,4
CA-2016-155635,2016-05-09,2016-05-13,Standard Class,Louisville,2016,5,9
CA-2016-155761,2016-12-11,2016-12-11,Same Day,Houston,2016,12,11
CA-2016-156013,2016-09-20,2016-09-26,Standard Class,Long Beach,2016,9,20
CA-2016-156104,2016-12-06,2016-12-08,Second Class,Indianapolis,2016,12,6
CA-2016-156118,2016-12-08,2016-12-12,Standard Class,Colorado Springs,2016,12,8
CA-2016-156146,2016-10-26,2016-10-30,Second Class,Peoria,2016,10,26
CA-2016-156153,2016-05-31,2016-06-02,Second Class,Long Beach,2016,5,31
CA-2016-156328,2016-11-30,2016-12-05,Standard Class,Raleigh,2016,11,30
CA-2016-156335,2016-09-25,2016-09-28,Second Class,Bayonne,2016,9,25
CA-2016-156377,2016-12-31,2017-01-05,Standard Class,Grand Prairie,2016,12,31
CA-2016-156440,2016-12-05,2016-12-09,Standard Class,San Diego,2016,12,5
CA-2016-156482,2016-02-06,2016-02-13,Standard Class,Wilmington,2016,2,6
CA-2016-156510,2016-09-25,2016-09-29,Standard Class,Meriden,2016,9,25
CA-2016-156524,2016-11-20,2016-11-26,Standard Class,New York City,2016,11,20
CA-2016-156566,2016-10-01,2016-10-04,First Class,Portland,2016,10,1
CA-2016-156608,2016-10-24,2016-10-29,Standard Class,San Antonio,2016,10,24
CA-2016-156734,2016-06-18,2016-06-20,First Class,Smyrna,2016,6,18
CA-2016-156755,2016-01-12,2016-01-18,Standard Class,Newark,2016,1,12
CA-2016-156853,2016-12-03,2016-12-05,Second Class,Concord,2016,12,3
CA-2016-156923,2016-02-16,2016-02-20,Standard Class,Dover,2016,2,16
CA-2016-157028,2016-11-28,2016-12-03,Standard Class,Las Cruces,2016,11,28
CA-2016-157035,2016-12-09,2016-12-12,First Class,Columbus,2016,12,9
CA-2016-157084,2016-12-19,2016-12-24,Standard Class,Los Angeles,2016,12,19
CA-2016-157133,2016-11-28,2016-12-03,Standard Class,Champaign,2016,11,28
CA-2016-157287,2016-12-22,2016-12-23,First Class,Philadelphia,2016,12,22
CA-2016-157322,2016-07-02,2016-07-06,Standard Class,Carol Stream,2016,7,2
CA-2016-157343,2016-06-07,2016-06-11,Standard Class,Philadelphia,2016,6,7
CA-2016-157434,2016-04-29,2016-05-04,Second Class,Philadelphia,2016,4,29
CA-2016-157770,2016-12-13,2016-12-15,First Class,Temecula,2016,12,13
CA-2016-157805,2016-08-31,2016-09-04,Standard Class,San Diego,2016,8,31
CA-2016-157812,2016-03-22,2016-03-26,Standard Class,Houston,2016,3,22
CA-2016-157959,2016-02-03,2016-02-04,First Class,Los Angeles,2016,2,3
CA-2016-158148,2016-12-20,2016-12-26,Standard Class,Arlington,2016,12,20
CA-2016-158323,2016-11-30,2016-12-03,First Class,Jacksonville,2016,11,30
CA-2016-158351,2016-06-20,2016-06-24,Second Class,Philadelphia,2016,6,20
CA-2016-158421,2016-09-21,2016-09-26,Standard Class,Columbia,2016,9,21
CA-2016-158456,2016-12-24,2016-12-29,Standard Class,Los Angeles,2016,12,24
CA-2016-158491,2016-06-04,2016-06-09,Second Class,Los Angeles,2016,6,4
CA-2016-158554,2016-11-09,2016-11-09,Same Day,Philadelphia,2016,11,9
CA-2016-158659,2016-11-10,2016-11-14,Second Class,Richmond,2016,11,10
CA-2016-158701,2016-01-05,2016-01-10,Standard Class,San Francisco,2016,1,5
CA-2016-158792,2016-12-26,2017-01-02,Standard Class,Lawrence,2016,12,26
CA-2016-158918,2016-12-20,2016-12-25,Second Class,Los Angeles,2016,12,20
CA-2016-158939,2016-11-26,2016-12-01,Standard Class,Springfield,2016,11,26
CA-2016-159380,2016-05-12,2016-05-16,Standard Class,San Francisco,2016,5,12
CA-2016-159590,2016-07-18,2016-07-21,First Class,New York City,2016,7,18
CA-2016-159779,2016-09-25,2016-09-29,Standard Class,Concord,2016,9,25
CA-2016-159786,2016-10-12,2016-10-17,Second Class,Rochester,2016,10,12
CA-2016-159863,2016-09-04,2016-09-07,Second Class,Houston,2016,9,4
CA-2016-160059,2016-11-27,2016-12-01,Standard Class,Fayetteville,2016,11,27
CA-2016-160171,2016-10-19,2016-10-24,Standard Class,Los Angeles,2016,10,19
CA-2016-160213,2016-03-08,2016-03-13,Standard Class,Long Beach,2016,3,8
CA-2016-160227,2016-11-02,2016-11-04,First Class,New York City,2016,11,2
CA-2016-160472,2016-07-20,2016-07-25,Second Class,South Bend,2016,7,20
CA-2016-160696,2016-09-06,2016-09-10,Standard Class,Nashville,2016,9,6
CA-2016-160787,2016-09-25,2016-09-25,Same Day,Philadelphia,2016,9,25
CA-2016-160794,2016-08-06,2016-08-08,First Class,Houston,2016,8,6
CA-2016-160864,2016-05-03,2016-05-06,First Class,San Jose,2016,5,3
CA-2016-161214,2016-10-05,2016-10-08,Second Class,Wilmington,2016,10,5
CA-2016-161242,2016-06-01,2016-06-08,Standard Class,Los Angeles,2016,6,1
CA-2016-161263,2016-04-16,2016-04-21,Standard Class,Toledo,2016,4,16
CA-2016-161445,2016-09-07,2016-09-09,Second Class,Durham,2016,9,7
CA-2016-161452,2016-04-05,2016-04-11,Standard Class,Los Angeles,2016,4,5
CA-2016-161627,2016-07-06,2016-07-11,Standard Class,Pasadena,2016,7,6
CA-2016-161711,2016-11-28,2016-12-03,Standard Class,New York City,2016,11,28
CA-2016-161718,2016-12-04,2016-12-10,Standard Class,Hempstead,2016,12,4
CA-2016-161767,2016-11-20,2016-11-24,Standard Class,Dallas,2016,11,20
CA-2016-161795,2016-12-21,2016-12-23,Second Class,Columbus,2016,12,21
CA-2016-161830,2016-09-24,2016-09-26,Second Class,Seattle,2016,9,24
CA-2016-161998,2016-05-01,2016-05-05,Standard Class,Tampa,2016,5,1
CA-2016-162047,2016-11-03,2016-11-05,First Class,Long Beach,2016,11,3
CA-2016-162166,2016-09-08,2016-09-11,First Class,Moreno Valley,2016,9,8
CA-2016-162369,2016-08-15,2016-08-19,Standard Class,Los Angeles,2016,8,15
CA-2016-162376,2016-11-22,2016-11-25,Second Class,Cambridge,2016,11,22
CA-2016-162537,2016-10-28,2016-11-03,Standard Class,Henderson,2016,10,28
CA-2016-162544,2016-12-16,2016-12-19,First Class,Seattle,2016,12,16
CA-2016-162607,2016-05-12,2016-05-18,Standard Class,Seattle,2016,5,12
CA-2016-162621,2016-09-05,2016-09-11,Standard Class,Houston,2016,9,5
CA-2016-162761,2016-10-09,2016-10-13,Standard Class,Miami,2016,10,9
CA-2016-162782,2016-02-21,2016-02-27,Standard Class,Columbia,2016,2,21
CA-2016-162887,2016-11-07,2016-11-09,Second Class,Burlington,2016,11,7
CA-2016-162950,2016-06-28,2016-07-03,Second Class,Troy,2016,6,28
CA-2016-162964,2016-11-12,2016-11-18,Standard Class,Houston,2016,11,12
CA-2016-163055,2016-08-09,2016-08-16,Standard Class,Detroit,2016,8,9
CA-2016-163090,2016-11-17,2016-11-21,Second Class,Chicago,2016,11,17
CA-2016-163104,2016-03-19,2016-03-26,Standard Class,Los Angeles,2016,3,19
CA-2016-163181,2016-11-07,2016-11-12,Standard Class,Houston,2016,11,7
CA-2016-163237,2016-08-07,2016-08-09,Second Class,Springfield,2016,8,7
CA-2016-163440,2016-03-22,2016-03-24,First Class,Thousand Oaks,2016,3,22
CA-2016-163587,2016-03-14,2016-03-18,Standard Class,Dover,2016,3,14
CA-2016-163734,2016-06-19,2016-06-24,Standard Class,Houston,2016,6,19
CA-2016-163762,2016-11-27,2016-12-01,Standard Class,New York City,2016,11,27
CA-2016-163895,2016-08-07,2016-08-11,Standard Class,Boise,2016,8,7
CA-2016-163923,2016-05-30,2016-06-03,Standard Class,Springfield,2016,5,30
CA-2016-163965,2016-11-20,2016-11-27,Standard Class,Miami,2016,11,20
CA-2016-164007,2016-06-08,2016-06-12,Standard Class,Chicago,2016,6,8
CA-2016-164084,2016-09-07,2016-09-12,Standard Class,New York City,2016,9,7
CA-2016-164336,2016-07-05,2016-07-10,Standard Class,Philadelphia,2016,7,5
CA-2016-164427,2016-07-31,2016-08-06,Standard Class,Hattiesburg,2016,7,31
CA-2016-164441,2016-11-08,2016-11-13,Standard Class,New York City,2016,11,8
CA-2016-164497,2016-11-28,2016-11-30,First Class,San Francisco,2016,11,28
CA-2016-164539,2016-11-16,2016-11-22,Standard Class,New York City,2016,11,16
CA-2016-164567,2016-06-15,2016-06-19,Standard Class,Los Angeles,2016,6,15
CA-2016-164623,2016-10-20,2016-10-22,First Class,New York City,2016,10,20
CA-2016-164777,2016-01-27,2016-01-29,First Class,Los Angeles,2016,1,27
CA-2016-164833,2016-06-04,2016-06-04,Same Day,Seattle,2016,6,4
CA-2016-164882,2016-10-31,2016-10-31,Same Day,Redlands,2016,10,31
CA-2016-165050,2016-12-07,2016-12-09,First Class,New York City,2016,12,7
CA-2016-165057,2016-09-11,2016-09-15,Standard Class,Redlands,2016,9,11
CA-2016-165085,2016-12-27,2016-12-31,Standard Class,Clinton,2016,12,27
CA-2016-165162,2016-05-14,2016-05-21,Standard Class,Los Angeles,2016,5,14
CA-2016-165414,2016-12-21,2016-12-24,First Class,Jacksonville,2016,12,21
CA-2016-165554,2016-05-18,2016-05-22,Standard Class,Los Angeles,2016,5,18
CA-2016-165624,2016-08-23,2016-08-28,Standard Class,Atlanta,2016,8,23
CA-2016-165799,2016-06-29,2016-07-02,First Class,New York City,2016,6,29
CA-2016-165813,2016-03-20,2016-03-22,Second Class,Salem,2016,3,20
CA-2016-166135,2016-10-01,2016-10-06,Standard Class,Aurora,2016,10,1
CA-2016-166219,2016-08-28,2016-09-01,Standard Class,Dallas,2016,8,28
CA-2016-166338,2016-12-06,2016-12-07,First Class,Troy,2016,12,6
CA-2016-166464,2016-09-12,2016-09-17,Standard Class,New York City,2016,9,12
CA-2016-166492,2016-04-07,2016-04-10,First Class,New York City,2016,4,7
CA-2016-166583,2016-06-26,2016-06-30,Standard Class,Houston,2016,6,26
CA-2016-166604,2016-05-15,2016-05-20,Second Class,Roswell,2016,5,15
CA-2016-166800,2016-11-19,2016-11-26,Standard Class,Las Vegas,2016,11,19
CA-2016-166947,2016-06-05,2016-06-10,Standard Class,Buffalo,2016,6,5
CA-2016-166975,2016-11-26,2016-11-30,Standard Class,Jackson,2016,11,26
CA-2016-167010,2016-04-05,2016-04-10,Standard Class,Philadelphia,2016,4,5
CA-2016-167255,2016-09-27,2016-09-29,Second Class,San Francisco,2016,9,27
CA-2016-167269,2016-06-16,2016-06-20,Standard Class,Philadelphia,2016,6,16
CA-2016-167374,2016-03-26,2016-03-30,Second Class,Philadelphia,2016,3,26
CA-2016-167479,2016-03-14,2016-03-19,Standard Class,Roseville,2016,3,14
CA-2016-167696,2016-09-16,2016-09-21,Standard Class,Newport News,2016,9,16
CA-2016-167745,2016-09-18,2016-09-23,Standard Class,Los Angeles,2016,9,18
CA-2016-168004,2016-10-04,2016-10-09,Second Class,Warner Robins,2016,10,4
CA-2016-168186,2016-09-10,2016-09-15,Standard Class,Tulsa,2016,9,10
CA-2016-168207,2016-11-02,2016-11-06,Standard Class,San Diego,2016,11,2
CA-2016-168277,2016-05-29,2016-06-03,Standard Class,Indianapolis,2016,5,29
CA-2016-168459,2016-11-22,2016-11-27,Standard Class,Memphis,2016,11,22
CA-2016-168480,2016-09-21,2016-09-27,Standard Class,Lincoln Park,2016,9,21
CA-2016-168529,2016-10-08,2016-10-12,Standard Class,San Francisco,2016,10,8
CA-2016-168564,2016-08-08,2016-08-08,Same Day,San Francisco,2016,8,8
CA-2016-168634,2016-12-06,2016-12-11,Standard Class,San Francisco,2016,12,6
CA-2016-168746,2016-01-27,2016-01-29,Second Class,Cleveland,2016,1,27
CA-2016-168760,2016-09-22,2016-09-26,Second Class,Los Angeles,2016,9,22
CA-2016-168767,2016-04-10,2016-04-15,Standard Class,Sacramento,2016,4,10
CA-2016-168809,2016-08-25,2016-08-25,Same Day,Houston,2016,8,25
CA-2016-169201,2016-09-28,2016-10-01,First Class,San Francisco,2016,9,28
CA-2016-169278,2016-05-21,2016-05-25,Standard Class,Seattle,2016,5,21
CA-2016-169299,2016-08-24,2016-08-26,First Class,Portland,2016,8,24
CA-2016-169397,2016-12-24,2016-12-27,First Class,Dublin,2016,12,24
CA-2016-169537,2016-09-03,2016-09-07,Second Class,Holland,2016,9,3
CA-2016-169572,2016-09-06,2016-09-12,Standard Class,Richmond,2016,9,6
CA-2016-169656,2016-08-13,2016-08-16,First Class,Philadelphia,2016,8,13
CA-2016-169677,2016-01-13,2016-01-15,Second Class,Columbus,2016,1,13
CA-2016-169733,2016-10-22,2016-10-26,Second Class,Hollywood,2016,10,22
CA-2016-169740,2016-02-20,2016-02-25,Standard Class,Hot Springs,2016,2,20
CA-2016-169796,2016-11-09,2016-11-14,Standard Class,New York City,2016,11,9
CA-2017-100041,2017-11-20,2017-11-25,Standard Class,Columbus,2017,11,20
CA-2017-100083,2017-11-24,2017-11-29,Standard Class,Medford,2017,11,24
CA-2017-100153,2017-12-13,2017-12-17,Standard Class,Norman,2017,12,13
CA-2017-100202,2017-12-31,2018-01-05,Standard Class,Anaheim,2017,12,31
CA-2017-100244,2017-09-20,2017-09-24,Standard Class,San Francisco,2017,9,20
CA-2017-100300,2017-06-24,2017-06-26,Second Class,San Diego,2017,6,24
CA-2017-100307,2017-12-15,2017-12-19,Standard Class,Fayetteville,2017,12,15
CA-2017-100468,2017-11-24,2017-12-01,Standard Class,Los Angeles,2017,11,24
CA-2017-100510,2017-05-12,2017-05-17,Standard Class,New York City,2017,5,12
CA-2017-100671,2017-11-01,2017-11-04,First Class,Conroe,2017,11,1
CA-2017-100790,2017-06-26,2017-07-02,Standard Class,New York City,2017,6,26
CA-2017-100944,2017-09-24,2017-09-28,Standard Class,Los Angeles,2017,9,24
CA-2017-100965,2017-07-07,2017-07-11,Standard Class,San Jose,2017,7,7
CA-2017-100993,2017-02-05,2017-02-10,Standard Class,San Diego,2017,2,5
CA-2017-101161,2017-10-13,2017-10-20,Standard Class,New York City,2017,10,13
CA-2017-101168,2017-12-25,2018-01-01,Standard Class,Nashua,2017,12,25
CA-2017-101189,2017-02-04,2017-02-09,Standard Class,Los Angeles,2017,2,4
CA-2017-101329,2017-04-22,2017-04-29,Standard Class,Rome,2017,4,22
CA-2017-101336,2017-11-13,2017-11-18,Standard Class,New York City,2017,11,13
CA-2017-101343,2017-07-17,2017-07-22,Standard Class,Los Angeles,2017,7,17
CA-2017-101378,2017-07-14,2017-07-14,Same Day,Huntsville,2017,7,14
CA-2017-101385,2017-09-25,2017-10-01,Standard Class,San Francisco,2017,9,25
CA-2017-101448,2017-02-27,2017-03-01,Second Class,La Crosse,2017,2,27
CA-2017-101469,2017-07-02,2017-07-08,Standard Class,Arlington,2017,7,2
CA-2017-101525,2017-05-01,2017-05-04,Second Class,Little Rock,2017,5,1
CA-2017-101546,2017-12-18,2017-12-24,Standard Class,Morristown,2017,12,18
CA-2017-101623,2017-02-28,2017-03-06,Standard Class,New York City,2017,2,28
CA-2017-101630,2017-02-19,2017-02-23,Second Class,Long Beach,2017,2,19
CA-2017-101651,2017-12-24,2017-12-30,Standard Class,San Jose,2017,12,24
CA-2017-101672,2017-10-03,2017-10-07,Standard Class,Lake Forest,2017,10,3
CA-2017-101693,2017-06-25,2017-06-27,Second Class,Houston,2017,6,25
CA-2017-101742,2017-09-23,2017-09-28,Second Class,New York City,2017,9,23
CA-2017-101791,2017-05-27,2017-05-31,Standard Class,Chicago,2017,5,27
CA-2017-101938,2017-01-07,2017-01-12,Standard Class,Oakland,2017,1,7
CA-2017-101966,2017-07-14,2017-07-16,Second Class,Houston,2017,7,14
CA-2017-101980,2017-08-19,2017-08-20,First Class,New York City,2017,8,19
CA-2017-101987,2017-06-24,2017-06-30,Standard Class,Richmond,2017,6,24
CA-2017-102092,2017-12-09,2017-12-11,First Class,Springfield,2017,12,9
CA-2017-102127,2017-06-26,2017-07-02,Standard Class,New York City,2017,6,26
CA-2017-102134,2017-03-14,2017-03-19,Standard Class,Green Bay,2017,3,14
CA-2017-102162,2017-09-11,2017-09-16,Standard Class,Newport News,2017,9,11
CA-2017-102456,2017-02-27,2017-03-01,First Class,New York City,2017,2,27
CA-2017-102498,2017-07-24,2017-07-25,First Class,Lafayette,2017,7,24
CA-2017-102561,2017-07-18,2017-07-22,Standard Class,Philadelphia,2017,7,18
CA-2017-102596,2017-12-27,2017-12-30,First Class,Akron,2017,12,27
CA-2017-102792,2017-12-13,2017-12-19,Standard Class,Riverside,2017,12,13
CA-2017-102813,2017-07-02,2017-07-03,First Class,Huntsville,2017,7,2
CA-2017-102932,2017-09-19,2017-09-23,Second Class,Orange,2017,9,19
CA-2017-102981,2017-09-06,2017-09-09,Second Class,New York City,2017,9,6
CA-2017-103037,2017-07-25,2017-07-29,Standard Class,Houston,2017,7,25
CA-2017-103107,2017-07-04,2017-07-04,Same Day,Seattle,2017,7,4
CA-2017-103128,2017-11-11,2017-11-15,Standard Class,Arlington Heights,2017,11,11
CA-2017-103163,2017-06-07,2017-06-11,Standard Class,Bakersfield,2017,6,7
CA-2017-103359,2017-12-22,2017-12-26,Standard Class,New York City,2017,12,22
CA-2017-103464,2017-11-18,2017-11-22,Standard Class,San Diego,2017,11,18
CA-2017-103709,2017-09-08,2017-09-15,Standard Class,Visalia,2017,9,8
CA-2017-103730,2017-06-12,2017-06-15,First Class,Wilmington,2017,6,12
CA-2017-103891,2017-07-12,2017-07-19,Standard Class,Los Angeles,2017,7,12
CA-2017-103919,2017-10-03,2017-10-07,Standard Class,Grand Prairie,2017,10,3
CA-2017-103947,2017-04-01,2017-04-08,Standard Class,Sierra Vista,2017,4,1
CA-2017-103982,2017-03-03,2017-03-08,Standard Class,Round Rock,2017,3,3
CA-2017-104150,2017-08-03,2017-08-05,Second Class,Tulsa,2017,8,3
CA-2017-104157,2017-07-25,2017-07-29,Standard Class,Jackson,2017,7,25
CA-2017-104276,2017-11-27,2017-12-03,Standard Class,Fort Lauderdale,2017,11,27
CA-2017-104311,2017-05-02,2017-05-06,Standard Class,Irving,2017,5,2
CA-2017-104633,2017-06-12,2017-06-16,Standard Class,Pasadena,2017,6,12
CA-2017-104689,2017-12-01,2017-12-05,Standard Class,Los Angeles,2017,12,1
CA-2017-104969,2017-04-08,2017-04-14,Standard Class,Troy,2017,4,8
CA-2017-104983,2017-07-03,2017-07-03,Same Day,Philadelphia,2017,7,3
CA-2017-105018,2017-11-28,2017-12-02,Standard Class,Fairfield,2017,11,28
CA-2017-105081,2017-12-25,2017-12-30,Standard Class,Seattle,2017,12,25
CA-2017-105207,2017-01-03,2017-01-08,Standard Class,Broken Arrow,2017,1,3
CA-2017-105256,2017-05-20,2017-05-20,Same Day,Asheville,2017,5,20
CA-2017-105263,2017-08-06,2017-08-11,Standard Class,New York City,2017,8,6
CA-2017-105277,2017-12-04,2017-12-08,Standard Class,Auburn,2017,12,4
CA-2017-105284,2017-11-24,2017-12-01,Standard Class,Philadelphia,2017,11,24
CA-2017-105291,2017-10-30,2017-11-04,Standard Class,San Luis Obispo,2017,10,30
CA-2017-105354,2017-12-02,2017-12-06,Standard Class,Marion,2017,12,2
CA-2017-105459,2017-08-12,2017-08-17,Second Class,New York City,2017,8,12
CA-2017-105473,2017-04-16,2017-04-18,Second Class,Seattle,2017,4,16
CA-2017-105494,2017-11-10,2017-11-12,First Class,San Francisco,2017,11,10
CA-2017-105585,2017-08-26,2017-08-27,First Class,San Jose,2017,8,26
CA-2017-105662,2017-05-05,2017-05-09,Standard Class,Tallahassee,2017,5,5
CA-2017-105732,2017-09-13,2017-09-18,Standard Class,Omaha,2017,9,13
CA-2017-105746,2017-12-30,2018-01-01,First Class,Lancaster,2017,12,30
CA-2017-105753,2017-10-20,2017-10-26,Standard Class,Arlington,2017,10,20
CA-2017-105760,2017-06-19,2017-06-20,First Class,San Francisco,2017,6,19
CA-2017-105781,2017-02-16,2017-02-20,Standard Class,New York City,2017,2,16
CA-2017-105816,2017-12-11,2017-12-17,Standard Class,New York City,2017,12,11
CA-2017-105900,2017-09-17,2017-09-23,Standard Class,Columbus,2017,9,17
CA-2017-105963,2017-11-15,2017-11-22,Standard Class,Los Angeles,2017,11,15
CA-2017-106075,2017-09-18,2017-09-23,Standard Class,New York City,2017,9,18
CA-2017-106243,2017-09-30,2017-10-04,Standard Class,New York City,2017,9,30
CA-2017-106278,2017-09-02,2017-09-05,Second Class,Des Moines,2017,9,2
CA-2017-106306,2017-03-08,2017-03-08,Same Day,Glendale,2017,3,8
CA-2017-106341,2017-10-20,2017-10-23,First Class,Newark,2017,10,20
CA-2017-106383,2017-03-19,2017-03-21,Second Class,Littleton,2017,3,19
CA-2017-106397,2017-07-07,2017-07-13,Standard Class,Orem,2017,7,7
CA-2017-106460,2017-02-19,2017-02-22,Second Class,San Francisco,2017,2,19
